id,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
13914,1.6625,1.325,0.525,46.379782,23.189891,9.241937,11.61688775,10.37
13915,1.5625,1.175,0.3875,26.12406425,11.55242125,5.6415505,8.9300925,10.14
13916,1.675,1.3625,0.425,38.82464025,18.540573,7.64019025,10.489315,10.85
13917,1.625,1.2875,0.4375,34.302895,14.69921575,7.24329725,10.84368375,10.17
13918,1.5125,1.1625,0.4125,29.937072,11.94931425,6.22271525,10.1207715,11.48
13919,1.55,1.1875,0.3875,33.1972645,16.57028275,7.144074,8.66077225,9.31
13920,1.2125,0.9375,0.3375,16.726205,6.5487345,3.345241,4.649318,12.17
13921,1.2375,0.9375,0.3875,17.0097,8.3064035,3.9972795,5.99591925,10.54
13922,1.2375,0.9375,0.2875,16.71203025,7.83863675,3.40194,4.819415,8.2
13923,1.5,1.1875,0.4375,30.0221205,12.5021295,5.386405,11.056305,13.48
13924,1.575,1.225,0.4375,33.86347775,16.17338975,7.6827145,7.6827145,9.3
13925,1.3875,1.1,0.375,26.138239,11.113004,5.159609,7.37087,9.01
13926,1.7375,1.3125,0.45,44.298636,17.8885345,11.15552825,15.025235,13.01
13927,1.55,1.225,0.4,32.715323,13.99047825,7.257472,8.9300925,11.52
13928,1.3125,1.0,0.3375,20.241543,8.0229085,3.6570855,7.7961125,10.05
13929,1.475,1.15,0.4,29.3417325,12.927372,7.41339425,7.654365,8.91
13930,1.2875,1.0,0.35,20.0997955,7.24329725,3.6570855,6.23689,11.03
13931,1.6,1.2375,0.4375,42.2124055,16.3009625,8.34892775,10.9145575,10.48
13932,1.4,1.0375,0.3875,21.148727,8.51902475,4.309124,7.7961125,10.83
13933,1.5625,1.225,0.375,33.89182725,17.293195,7.98038425,8.50485,9.37
13934,1.5125,1.2,0.3875,27.0170735,12.85649825,6.98815175,7.654365,9.84
13935,1.4375,1.125,0.375,22.92057075,10.716111,4.422522,6.23689,9.12
13936,1.7,1.2625,0.4125,40.61065875,18.07280625,8.731646,13.04077,11.26
13937,1.575,1.2625,0.4375,36.78347625,15.2803805,8.278054,9.922325,11.48
13938,1.5125,1.1625,0.4125,33.55163325,16.4710595,6.010094,9.1001895,12.97
13939,1.6125,1.25,0.475,43.30386125,20.53921275,9.53960675,10.61688775,9.68
13940,1.425,1.125,0.425,30.4190135,12.48795475,6.95980225,8.0796075,9.69
13941,1.4875,1.2,0.375,32.205032,15.1669825,6.25106475,8.3631025,9.18
13942,1.1,0.85,0.275,10.58853825,4.63514325,2.948348,3.40194,7.77
13943,1.75,1.35,0.4625,49.31395525,21.98503725,10.33339275,13.834556,11.63
13944,1.3,1.0375,0.3125,19.901349,8.618248,4.139027,6.23689,13.23
13945,1.425,1.15,0.45,29.15746075,12.133586,5.23048275,8.788345,14.0
13946,1.4625,1.0875,0.3375,22.2543575,10.61688775,4.252425,6.6621325,8.78
13947,1.3,1.0125,0.325,19.80212575,8.29222875,5.42892925,5.5281525,10.54
13948,1.5875,1.2125,0.3875,34.6147395,15.03940975,8.4198015,9.922325,10.21
13949,1.65,1.3125,0.4625,41.63124075,18.9091165,8.63242275,9.355335,11.46
13950,1.4625,1.2375,0.4125,30.94347925,12.3320325,7.540967,8.50485,13.5
13951,1.0875,0.775,0.275,9.68135425,3.81300775,2.0695135,2.494756,9.46
13952,1.625,1.2625,0.4,33.6508565,13.65028425,6.7755305,10.489315,11.58
13953,1.4125,1.0625,0.3875,24.720764,11.1980525,5.45727875,6.9456275,9.79
13954,1.35,1.075,0.4125,24.1821235,11.623295,6.30776375,6.3786375,8.87
13955,1.6125,1.2875,0.4625,37.1094955,15.57805025,7.3425205,10.44679075,11.16
13956,1.3125,1.025,0.3125,20.00057225,9.51125725,4.6209685,5.953395,8.97
13957,1.4625,1.1375,0.3625,27.76833525,11.72251825,5.71242425,8.50485,11.24
13958,1.4125,1.0875,0.375,26.2232875,11.4248485,5.68407475,7.7961125,10.81
13959,1.475,1.15,0.3875,28.462898,12.68640125,5.4714535,7.7961125,9.4
13960,1.1875,0.9375,0.3,13.05494475,5.03203625,2.721552,4.252425,8.587
13961,1.6875,1.3125,0.525,42.410852,16.96717575,10.95708175,12.8990225,11.27
13962,1.525,1.225,0.4125,34.31706975,14.69921575,7.24329725,9.4970825,10.81
13963,1.3875,1.1,0.3875,25.61377325,10.149121,4.86193925,9.7805775,14.2
13964,1.3375,1.0625,0.325,23.09066775,10.262519,5.23048275,5.2446575,9.85
13965,1.525,1.2125,0.3,27.17299575,12.82814875,4.63514325,8.50485,12.22
13966,1.7375,1.4,0.425,48.477645,23.96950225,10.9712565,12.190285,10.68
13967,1.375,1.075,0.3625,24.22464775,9.76640275,5.03203625,8.788345,10.25
13968,1.6,1.3125,0.45,40.25629,16.93882625,8.40562675,11.623295,12.45
13969,1.55,1.2125,0.4,38.6403685,17.8318355,7.9095105,8.50485,9.98
13970,1.4,1.15,0.325,22.80717275,9.42620875,4.89028875,8.0796075,9.81
13971,1.625,1.2875,0.4375,41.97143475,15.01106025,10.149121,14.8834875,11.48
13972,1.55,1.2,0.4,32.16250775,13.9763035,7.52679225,9.4970825,10.25
13973,1.625,1.3,0.4375,38.6403685,17.7184375,9.6104805,11.056305,10.39
13974,1.4375,1.0875,0.4375,29.9087225,10.829509,6.22271525,9.07184,11.6
13975,1.475,1.125,0.4125,27.68328675,11.736693,4.706017,8.6465975,13.1
13976,1.5,1.2625,0.425,38.34269875,17.67591325,8.29222875,10.3475675,11.0475
13977,1.5625,1.225,0.4375,34.26037075,16.0174675,7.7394135,10.0640725,10.85
13978,1.5875,1.2125,0.375,34.529691,16.20173925,6.80388,9.7805775,11.0
13979,1.65,1.325,0.425,43.02036625,21.61649375,8.85921875,11.7650425,10.46
13980,1.65,1.275,0.4,33.92017675,13.62193475,6.973977,10.489315,14.09
13981,1.425,1.125,0.3875,24.94756,11.4248485,4.77689075,7.2291225,10.45
13982,1.45,1.1375,0.4,29.10076175,13.31009025,6.67630725,8.50485,9.53
13983,1.625,1.3125,0.45,47.18774275,21.98503725,11.97766375,12.82814875,11.02
13984,1.3125,1.0,0.35,20.87940675,9.31281075,4.72019175,5.046211,8.2
13985,1.425,1.0625,0.375,21.8007655,9.25611175,4.35164825,6.7755305,9.08
13986,1.575,1.225,0.4375,33.962701,13.96212875,7.087375,9.4970825,11.73
13987,1.7125,1.375,0.4875,45.91201525,15.762322,10.149121,13.7495075,13.75
13988,1.475,1.1625,0.4375,29.5118295,11.736693,6.39281225,10.20582,13.0
13989,1.6775,1.35,0.4125,42.2691045,19.561155,9.241937,11.7650425,11.23
13990,1.4875,1.1875,0.3875,29.029888,14.35902175,5.06038575,9.128539,9.74
13991,1.5625,1.225,0.4125,35.3518265,15.2803805,7.3425205,9.7805775,11.63
13992,1.6125,1.2125,0.425,31.62386725,15.592225,6.13766675,8.6465975,11.16
13993,1.4875,1.1625,0.3875,29.086587,13.16834275,3.175144,8.6465975,10.03
13994,1.6125,1.225,0.4375,39.859397,14.7133905,8.68912175,11.056305,11.24
13995,1.1875,0.9375,0.325,14.72756525,5.28718175,2.96252275,4.3941725,11.74
13996,1.6,1.275,0.4125,33.92017675,13.6361095,7.540967,10.489315,13.02
13997,1.3125,1.0125,0.3125,19.29183475,9.808927,4.32329875,5.10291,8.22
13998,1.3,1.0375,0.3,19.66037825,8.91591775,3.9405805,5.10291,8.87
13999,1.6375,1.275,0.3875,36.55668025,15.15280775,8.09378225,11.623295,12.69
14000,1.55,1.175,0.425,39.179009,15.46465225,8.00873375,9.4970825,10.42
14001,1.5125,1.175,0.375,30.220567,13.42348825,6.406987,7.5126175,9.33
14002,1.7,1.375,0.4625,49.98696975,24.13959925,10.3320325,9.355335,10.69
14003,1.3125,1.0,0.3125,19.29183475,8.0796075,3.86970675,5.5281525,10.58
14004,1.3,1.025,0.3875,20.36911575,9.19941275,4.3374735,6.80388,10.03
14005,1.5375,1.1875,0.425,33.5941575,14.5432935,7.540967,8.3631025,10.57
14006,1.575,1.2125,0.45,35.25260325,13.16834275,8.731646,10.489315,11.57
14007,1.25,0.95,0.3125,16.91047675,6.690482,3.572037,5.2446575,10.71
14008,1.5125,1.2125,0.425,33.46658475,12.85649825,7.881161,10.95708175,10.8
14009,1.525,1.1875,0.4,32.601925,15.52135125,6.81805475,8.50485,11.236666666666665
14010,1.5125,1.2,0.4,36.1356185,15.29455525,7.27164675,9.922325,10.36
14011,1.2625,1.0,0.325,21.72989175,10.4609655,4.025629,5.5281525,9.51
14012,1.275,0.9625,0.35,19.17843675,7.540967,3.95475525,6.066793,9.75
14013,1.3125,1.0,0.2875,19.220961,8.2497045,3.64291075,5.5281525,9.4
14014,1.375,1.075,0.35,22.97726975,10.432616,4.5642695,6.80388,9.09
14015,1.4125,1.1375,0.4,31.39707125,9.8372765,7.15824875,9.922325,13.77
14016,1.7125,1.4,0.4625,48.7327905,21.0636785,8.63242275,11.55242125,11.64
14017,1.5,1.15,0.4125,30.03629525,12.3887315,7.52679225,8.6465975,12.36
14018,1.5625,1.2125,0.4,32.95629375,14.04717725,7.3425205,10.0640725,12.31
14019,1.5625,1.175,0.35,27.895908,13.4660125,5.6699,7.93786,10.73
14020,1.45,1.0875,0.4125,28.22192725,11.18387775,6.690482,8.0796075,10.89
14021,1.25,0.975,0.325,18.01610725,6.19436575,4.63514325,5.5281525,14.49
14022,1.125,0.8625,0.3125,12.4454305,5.03203625,2.22543575,4.252425,11.19
14023,1.3625,1.05,0.35,22.2543575,8.958442,4.89028875,8.0796075,12.965
14024,1.525,1.175,0.4125,30.674159,14.288148,5.8116475,8.9300925,9.315
14025,1.0625,0.8125,0.2625,10.2341695,4.46504625,1.65844575,3.5436875,9.56
14026,1.5625,1.225,0.3625,35.11085575,16.612807,6.917278,9.752228,10.81
14027,1.5,1.1875,0.4375,31.467945,13.947954,7.0023265,8.788345,10.07
14028,1.425,1.125,0.3375,24.70658925,10.1207715,5.1312595,7.087375,12.49
14029,1.3125,1.025,0.3875,20.3265915,9.695529,4.01145425,5.57067675,9.0
14030,1.675,1.35,0.5,41.39027,18.24290325,9.298636,11.80756675,10.83
14031,1.375,1.1,0.325,20.87940675,9.87980075,4.89028875,5.953395,9.75
14032,1.45,1.2125,0.5125,34.5580405,10.98543125,7.10154975,8.5331995,14.0
14033,1.55,1.2,0.4125,31.62386725,10.9712565,6.67630725,9.1001895,11.59
14034,1.175,0.9125,0.3375,12.71475075,5.34388075,2.45223175,3.8271825,9.24
14035,1.65,1.3125,0.4875,50.632207,16.1308655,11.0846545,11.623295,15.23
14036,1.675,1.275,0.4375,41.39027,18.540573,9.241937,11.15552825,10.43
14037,1.775,1.325,0.4375,43.6298805,18.5122235,11.963489,12.757275,10.81
14038,1.175,0.8875,0.2875,12.47378,5.1312595,2.5231055,3.69960975,8.51
14039,1.5625,1.225,0.4125,32.98464325,16.0174675,5.499803,9.2135875,10.14
14040,1.5625,1.15,0.425,31.19862475,15.7906715,7.3425205,7.7961125,9.03
14041,1.3,1.025,0.3625,21.72989175,9.355335,4.32329875,6.0951425,9.44
14042,1.65,1.3125,0.4375,47.18774275,19.49028125,7.47009325,13.324265,12.23
14043,1.4125,1.075,0.375,22.97726975,9.39785925,4.762716,6.80388,10.06
14044,1.525,1.225,0.4,28.7180435,13.13999325,7.75358825,9.355335,10.29
14045,1.4125,1.0125,0.3625,27.952607,12.23280925,6.6054335,7.7961125,9.26
14046,1.3125,1.05,0.375,22.80717275,8.60407325,5.40057975,8.0796075,12.13
14047,1.575,1.2375,0.3875,36.61337925,17.44911725,8.46232575,8.788345,13.9
14048,1.45,1.0875,0.4125,26.43590875,12.26115875,5.159609,8.221355,9.88
14049,1.25,0.9625,0.3125,16.896302,7.9095105,3.75630875,4.9611625,8.45
14050,1.7,1.3,0.4375,42.354153,20.87940675,7.66853975,10.489315,11.46
14051,1.5625,1.2375,0.4375,36.457457,17.123098,7.6827145,9.922325,8.65
14052,1.3375,1.0375,0.4375,23.85610425,8.901743,4.49339575,8.50485,13.86
14053,1.6,1.2875,0.3875,32.2333815,15.4504775,6.08096775,8.221355,9.1
14054,1.5,1.1875,0.4375,31.127751,14.5999925,7.3992195,8.51902475,10.19
14055,1.5125,1.1375,0.375,33.57998275,15.1102835,7.767763,8.2497045,9.4
14056,1.55,1.2125,0.4375,34.3879435,17.93105875,6.13766675,9.922325,9.41
14057,1.675,1.375,0.425,35.3518265,13.380964,6.95980225,11.3398,11.37
14058,1.4875,1.175,0.375,32.36095425,15.35125425,6.64795775,8.788345,10.36
14059,1.6375,1.25,0.425,38.838815,18.200379,8.37727725,8.6465975,9.16
14060,1.1,0.85,0.2875,12.94154675,5.82582225,2.62232875,3.40194,10.76
14061,1.15,0.85,0.2875,12.47378,4.7910655,2.90582375,3.685435,9.66
14062,1.525,1.1875,0.4125,36.86852475,17.57669,6.7188315,9.4970825,12.38
14063,1.45,1.15,0.4125,27.1304715,11.94931425,6.22271525,8.7032965,12.12
14064,1.525,1.1875,0.4125,31.3261975,13.62193475,7.3992195,9.4970825,10.46
14065,1.3125,0.9625,0.35,17.0380495,7.314171,3.9405805,4.819415,9.79
14066,1.5,1.1625,0.375,29.9087225,15.40795325,6.973977,8.6465975,9.81
14067,1.3875,1.1,0.4125,20.25571775,9.979024,4.23825025,5.9250455,9.28
14068,1.625,1.275,0.4,40.9650275,20.11397025,9.865626,9.7805775,10.61
14069,1.5375,1.2125,0.425,31.70891575,11.94931425,7.484268,9.7805775,12.85
14070,1.6,1.2875,0.4125,35.16755475,14.911837,8.051258,9.922325,11.13
14071,1.25,0.9625,0.3875,18.597272,6.67630725,4.8477645,5.8116475,12.11
14072,1.55,1.225,0.4125,33.8776525,13.93377925,6.78970525,10.3475675,13.19
14073,1.4625,1.15,0.3875,25.92561775,11.679994,5.10291,7.087375,9.38
14074,1.475,1.1625,0.425,32.10580875,15.5071765,7.10154975,8.618248,10.71
14075,1.4125,1.1,0.3125,26.2799865,11.15552825,5.76912325,7.37087,9.4
14076,1.6,1.25,0.45,32.16250775,12.91319725,7.6260155,10.77281,11.12
14077,1.5,1.1875,0.3875,27.37144225,11.94931425,5.0745605,9.08601475,11.09
14078,1.6125,1.2625,0.4625,35.6920205,16.68368075,8.15048125,10.0640725,11.42
14079,1.3,1.025,0.35,19.447757,8.83086925,3.98310475,6.3219385,10.09
14080,1.425,1.125,0.4875,23.88445375,10.61688775,5.59902625,6.23689,9.85
14081,1.4875,1.175,0.375,36.4291075,17.8885345,7.767763,8.3631025,10.05
14082,1.425,1.1125,0.375,23.7285315,10.61688775,5.8683465,6.6621325,10.5
14083,1.4125,1.1125,0.3625,25.50037525,10.16329575,5.7549485,6.6621325,10.63
14084,1.3,1.025,0.325,20.25571775,9.48290775,4.53592,5.953395,10.02
14085,1.5375,1.1375,0.3875,30.4190135,13.02659525,6.44951125,8.9300925,10.37
14086,1.625,1.2875,0.4125,33.52328375,15.15280775,7.6827145,9.82310175,10.24
14087,1.5125,1.175,0.4,27.1871705,12.40290625,5.556502,8.7599955,9.39
14088,1.5625,1.225,0.425,33.8776525,14.81261375,7.654365,8.9300925,10.9
14089,1.425,1.1125,0.3875,30.14969325,14.92601175,6.22271525,7.93786,13.65
14090,1.625,1.2875,0.3875,36.61337925,16.14504025,8.29222875,10.3475675,13.73
14091,1.3375,1.05,0.3625,24.79163775,11.396499,5.6699,6.520385,9.02
14092,1.2125,0.925,0.3625,17.08057375,6.123492,3.912231,5.953395,11.16
14093,1.4,1.125,0.35,19.97222275,8.1930055,4.06815325,6.3786375,9.78
14094,1.6375,1.3125,0.3875,39.745999,17.690088,8.32057825,10.3475675,10.73
14095,1.3375,1.0625,0.35,24.79163775,9.87980075,4.5075705,7.087375,12.55
14096,1.3375,1.0125,0.35,23.530085,8.17883075,4.86193925,6.70465675,9.17
14097,1.25,0.9375,0.325,20.51086325,8.4765005,4.55009475,5.5281525,8.59
14098,1.275,0.95,0.2875,16.9813505,7.24329725,3.72795925,4.53592,9.15
14099,1.7625,1.4375,0.425,43.98424925,17.02387475,10.87203325,12.6155275,12.67
14100,1.6625,1.25,0.4375,40.993377,18.38465075,7.66853975,12.757275,11.49
14101,1.6875,1.35,0.4375,50.53298375,24.53649225,9.22776225,12.190285,10.96
14102,1.45,1.0875,0.3625,26.3933845,11.12717875,5.8683465,7.5126175,10.14
14103,1.375,0.9875,0.3625,24.81998725,12.28950825,4.6209685,8.3631025,9.29
14104,1.325,1.0375,0.3625,22.01338675,10.61688775,4.7343665,6.520385,9.14
14105,1.4375,1.1375,0.3875,28.7180435,13.28174075,5.91087075,7.18659825,8.85
14106,1.4875,1.1625,0.375,28.81726675,13.9196045,6.2652395,7.5126175,8.93
14107,1.6625,1.25,0.425,36.7693015,16.23008875,8.51902475,10.5176645,12.87
14108,1.5,1.1625,0.3625,29.66775175,14.10387625,6.59125875,8.06543275,9.29
14109,1.575,1.2,0.375,30.957654,12.48795475,6.3219385,8.6465975,9.358
14110,1.3125,1.0125,0.375,21.885814,8.77417025,4.32329875,7.087375,10.99
14111,1.4375,1.125,0.3625,26.2232875,11.623295,5.6699,7.5126175,9.6
14112,1.55,1.25,0.425,36.117263,13.08329425,7.824462,12.190285,14.43
14113,1.5,1.1625,0.375,31.56716825,13.380964,7.29999625,8.51902475,13.28
14114,1.5625,1.175,0.45,31.62386725,13.5794105,7.27164675,9.1001895,10.76
14115,1.6125,1.3,0.4375,37.83240775,18.9091165,7.55514175,10.0640725,10.5
14116,1.425,1.15,0.4375,28.76056775,15.80484625,6.2652395,7.6827145,9.13
14117,1.425,1.125,0.4,28.519597,12.82814875,6.08096775,8.221355,9.68
14118,1.2125,0.9125,0.3375,14.798439,6.78970525,4.32329875,4.1106775,9.68
14119,1.2875,0.975,0.325,16.31513725,5.59902625,3.685435,5.23048275,10.42
14120,1.375,1.075,0.4125,22.963095,8.9867915,3.8838815,6.23689,13.67
14121,1.5625,1.2,0.4375,35.67784575,14.798439,6.87475375,10.77281,10.13
14122,1.6,1.25,0.425,41.23434775,18.3988255,8.60407325,10.035723,11.0
14123,1.55,1.225,0.3875,31.18445,13.8062065,7.01650125,8.788345,13.13
14124,1.7,1.275,0.5,45.3875495,20.014747,9.1001895,11.89261525,10.61
14125,1.55,1.225,0.3875,34.6147395,14.514944,7.64019025,10.0640725,11.33
14126,1.475,1.15,0.375,29.937072,12.757275,7.427569,7.087375,10.28
14127,1.1625,0.9375,0.3125,14.968536,6.98815175,3.061746,4.1106775,10.17
14128,1.4875,1.15,0.4125,31.581343,13.08329425,6.350288,8.50485,10.97
14129,1.45,1.1375,0.3625,26.365035,10.829509,6.973977,7.5126175,10.25
14130,1.2125,0.925,0.3,17.633389,7.52679225,4.1673765,4.1673765,8.75
14131,1.5,1.025,0.4,24.47979325,9.8939755,4.63514325,8.9300925,13.78
14132,1.125,0.8875,0.2625,14.004653,6.4920355,3.0333965,4.819415,9.33
14133,1.5125,1.175,0.375,33.46658475,11.15552825,8.3064035,11.90679,15.08
14134,1.1,0.8625,0.2625,11.35397475,4.89028875,2.5231055,3.40194,11.71
14135,1.0375,0.8125,0.2625,11.8217415,4.32329875,2.041164,3.40194,9.96
14136,1.6125,1.2375,0.4375,35.550273,16.48523425,8.107957,9.02931575,10.16
14137,1.4875,1.125,0.375,29.66775175,13.87708025,6.22271525,7.72523875,10.86
14138,1.3125,1.0,0.3375,18.6256215,8.46232575,4.3941725,4.9611625,9.02
14139,1.2875,0.9875,0.3,17.6617385,7.66853975,3.98310475,4.3941725,10.27
14140,1.3875,1.05,0.4,24.607366,9.7805775,6.1518415,6.80388,10.0
14141,1.8125,1.4,0.45,47.3153155,20.1564945,10.24834425,15.1669825,11.47
14142,1.3625,1.05,0.3625,22.66542525,10.77281,4.6209685,6.80388,12.06
14143,1.2875,1.05,0.35,21.27629975,7.29999625,4.8477645,7.5126175,14.48
14144,1.5,1.1125,0.4125,32.98464325,12.85649825,7.78193775,8.9300925,13.73
14145,1.425,1.125,0.4,27.9242575,13.70698325,6.22271525,7.75358825,9.35
14146,1.6,1.25,0.4125,33.8776525,14.2030995,6.973977,10.546014,11.72
14147,1.425,1.15,0.4,26.1098895,11.35397475,5.74077375,8.15048125,9.32
14148,1.6,1.25,0.4125,37.096681,18.75319425,8.03708325,10.61688775,11.44
14149,1.4125,1.225,0.4,26.20911275,11.4815475,6.7188315,8.3631025,8.87
14150,1.4875,1.1625,0.375,26.29416125,13.154168,5.726599,6.23689,9.5
14151,1.525,1.2125,0.4375,36.78347625,13.9763035,7.427569,9.4970825,13.02
14152,1.525,1.2,0.4,29.44095575,11.8784405,6.7755305,10.0640725,13.61
14153,1.275,1.0,0.325,18.427175,7.55514175,4.57844425,5.2446575,9.83
14154,1.275,1.0,0.325,18.824068,8.50485,4.6209685,5.5281525,10.5
14155,1.55,1.225,0.4,31.51046925,14.16057525,7.257472,8.9300925,10.8
14156,1.175,0.925,0.2875,14.81261375,6.6054335,2.778251,4.3941725,8.56
14157,1.325,1.0625,0.3625,27.14464625,14.89766225,5.9250455,6.80388,8.66
14158,1.65,1.3125,0.4375,37.7331845,15.0535845,7.9662095,11.623295,12.35
14159,1.6375,1.2875,0.45,36.3724085,17.42076775,8.50485,9.63883,10.37
14160,1.4875,1.125,0.3875,30.220567,12.26115875,5.6982495,8.3631025,12.41
14161,1.425,1.125,0.4,24.79163775,10.149121,4.4508715,8.50485,12.11
14162,1.2875,1.0,0.3375,20.808533,7.10154975,4.5642695,7.2291225,9.53
14163,1.5,1.1625,0.4125,30.1922175,13.56523575,7.767763,8.221355,9.84
14164,1.375,1.1,0.375,25.51455,11.4248485,4.649318,7.5126175,11.45
14165,1.5625,1.2,0.375,30.1922175,10.5176645,7.824462,8.0796075,11.05
14166,1.3125,1.1,0.325,21.6873675,9.468733,5.2446575,4.819415,8.48
14167,1.5125,1.1875,0.375,31.581343,13.5794105,7.10154975,8.221355,10.23
14168,1.6625,1.2875,0.4,38.82464025,16.839603,9.9506745,11.1980525,13.69
14169,1.6375,1.25,0.375,35.6920205,16.82542825,7.55514175,9.2135875,9.36
14170,1.5375,1.2,0.4125,30.107169,13.53688625,7.9662095,8.50485,11.22
14171,1.3125,1.0375,0.375,27.51318975,12.82814875,6.19436575,7.29999625,9.9
14172,1.4375,1.125,0.3625,28.576296,13.53688625,6.19436575,7.5126175,10.31
14173,1.525,1.1875,0.4125,27.5273645,11.8784405,4.77689075,9.7805775,13.35
14174,1.4125,1.0875,0.375,24.47979325,8.3064035,6.4353365,6.6621325,13.46
14175,1.375,1.0375,0.3375,19.17843675,8.221355,4.57844425,5.0745605,8.62
14176,1.375,1.0625,0.375,24.84833675,9.87980075,5.10291,7.5126175,10.82
14177,1.3375,1.05,0.3375,22.11261,8.788345,4.7910655,7.7961125,12.2
14178,1.675,1.225,0.4,31.62386725,14.4298955,6.7755305,8.68912175,9.31
14179,1.4625,1.1375,0.375,23.9553275,9.8372765,3.9972795,7.654365,12.62
14180,1.5,1.2125,0.4125,34.983283,12.927372,9.08601475,9.922325,10.8
14181,1.45,1.1625,0.4125,31.34037225,11.15552825,6.4353365,9.355335,14.98
14182,1.5125,1.1875,0.4375,35.02580725,16.0174675,6.90310325,8.50485,9.514
14183,1.225,0.9625,0.3625,18.80989325,7.0590255,3.89805625,5.953395,11.9
14184,1.75,1.3625,0.4375,43.1762885,20.9502805,8.674947,12.48795475,11.06
14185,1.4375,1.1125,0.4,23.7852305,11.35397475,5.613201,6.7755305,8.63
14186,1.5,1.175,0.425,31.19862475,10.9145575,7.66853975,9.4970825,14.79
14187,1.6,1.25,0.4,32.0065855,12.47378,8.66077225,8.6465975,13.35
14188,1.625,1.3125,0.375,37.74735925,16.05999175,5.8683465,11.4815475,11.01
14189,1.8375,1.425,0.4375,49.8100715,21.24795025,10.21999475,13.891255,9.66
14190,1.6375,1.2875,0.5125,38.90968875,17.2648455,8.15048125,12.3320325,11.26
14191,1.2125,0.975,0.3,16.9813505,6.73300625,3.685435,4.53592,9.16
14192,1.5125,1.1625,0.3625,27.612413,11.4248485,5.71242425,8.3631025,11.11
14193,1.2,0.9875,0.3125,14.81261375,5.329706,3.061746,4.819415,11.03
14194,1.5125,1.25,0.4875,30.71668325,13.2392165,5.7549485,9.2135875,13.9
14195,1.4625,1.1875,0.4,26.421734,9.36950975,5.613201,8.0796075,10.3
14196,1.325,1.0125,0.3625,22.75047375,6.7188315,4.63514325,6.9456275,13.395
14197,1.6125,1.275,0.5,43.7432785,17.123098,9.39785925,11.5949455,13.55
14198,1.3125,1.0625,0.3375,20.3265915,9.85145125,4.01145425,5.6699,9.01
14199,1.4,1.125,0.3875,29.426781,13.2392165,5.96756975,7.5126175,9.9
14200,1.625,1.3125,0.4125,42.354153,21.16290175,9.2702865,12.45960525,9.75
14201,1.45,1.1875,0.3875,27.612413,12.20445975,7.1724235,8.0796075,9.677500000000002
14202,1.575,1.225,0.4625,37.23706825,13.99047825,7.27164675,13.1825175,11.14
14203,1.475,1.175,0.375,33.12639075,15.2803805,7.9095105,8.9300925,9.4
14204,1.475,1.125,0.375,25.51455,10.149121,4.422522,8.9300925,13.509
14205,1.5875,1.2625,0.475,36.81182575,17.3215445,7.6260155,10.3475675,11.08
14206,1.3375,1.05,0.325,23.7285315,9.865626,5.8683465,5.0178615,9.22
14207,1.0625,0.95,0.3125,19.80212575,7.8528115,4.60679375,6.0951425,12.18
14208,1.5625,1.1875,0.4,32.31843,15.26620575,7.0023265,8.221355,9.37
14209,1.5375,1.2375,0.375,31.51046925,14.118051,6.860579,7.5126175,10.3
14210,1.4,1.1125,0.4125,28.64716975,13.19669225,5.48562825,8.50485,9.49
14211,1.5375,1.1875,0.45,31.51046925,12.47378,6.64795775,9.2135875,14.69
14212,1.575,1.2375,0.4125,37.9032815,18.3421265,8.561549,8.9300925,9.68
14213,1.5625,1.225,0.4625,33.1972645,14.798439,7.18659825,9.4970825,9.83
14214,1.5375,1.2,0.4125,32.92794425,14.5432935,7.64019025,8.8733935,10.22
14215,1.6375,1.275,0.4625,40.78075575,18.5689225,9.22776225,13.097469,10.76
14216,1.3,1.025,0.4,23.5584345,10.21999475,5.8116475,6.9456275,9.54
14217,1.6125,1.25,0.4125,37.0527965,19.220961,8.57572375,8.278054,10.74
14218,1.5,1.1625,0.4,27.499015,12.0485375,5.5281525,7.37087,9.24
14219,1.425,1.1125,0.3875,22.41027975,8.674947,4.7343665,6.6621325,12.52
14220,1.5375,1.1625,0.3875,25.798045,12.870673,5.6982495,6.6621325,9.12
14221,1.4375,1.1,0.375,26.12406425,11.679994,6.30776375,7.654365,9.01
14222,1.2625,1.0125,0.3875,18.92329125,7.78193775,4.1106775,5.953395,11.432
14223,1.2375,0.925,0.35,16.5844575,6.860579,3.75630875,5.159609,10.16
14224,1.15,0.9375,0.275,13.39513875,5.74077375,2.65067825,4.3941725,8.94
14225,1.6375,1.2625,0.425,34.23202125,16.045817,7.75358825,8.6465975,9.52
14226,1.45,1.075,0.375,24.70658925,11.623295,4.52174525,8.0796075,13.8
14227,1.4625,1.15,0.3625,26.365035,10.9712565,5.40057975,6.6621325,8.66
14228,1.625,1.25,0.425,36.55668025,17.3215445,8.278054,10.0640725,10.43
14229,1.5875,1.2125,0.4125,32.2333815,14.35902175,8.12213175,8.50485,11.22
14230,1.4375,1.125,0.4125,29.80949925,12.6155275,6.9456275,7.654365,11.99
14231,1.625,1.2875,0.4,40.9650275,17.8885345,9.11436425,12.3320325,12.69
14232,1.0625,0.875,0.25,12.37455675,5.74077375,2.50893075,3.8271825,8.61
14233,1.0625,0.825,0.3,12.09106175,5.71242425,2.2963095,3.5436875,9.07
14234,1.1875,0.9375,0.3125,13.721158,6.10931725,2.891649,4.6776675,8.67
